trabecular,partition which divides a cavity,,TRABECULAR:- (partition which divides a cavity),,,,,,,,,,,,
trachea,airway leads from larynx,,TRACHEA:- (airway leads from larynx),,,,,,,,,,,,
tracheostomy,an opening into trachea(provide passage of air),,TRACHEOSTOMY:- (an opening into trachea(provide passage of air)),,,,,,,,,,,,
traumatic,"shocking, deeply disturbing (relating to physical injury)",,"TRAUMATIC:- (shocking, deeply disturbing (relating to physical injury))",,,,,,,,,,,,
tuberculosis,infectious disease that effects lungs TB,,TUBERCULOSIS:- (infectious disease that effects lungs TB),,,,,,,,,,,,
tuberculous,form of meningitis (inflamation of membranes around brain/spinal cord),,TUBERCULOUS:- (form of meningitis (inflamation of membranes around brain/spinal cord)),,,,,,,,,,,,
umbilical,a string between fetus and placenta(navel string),,UMBILICAL:- (a string between fetus and placenta(navel string)),,,,,,,,,,,,
uncalcified,not made hard (uncalcified cartilage),,UNCALCIFIED:- (not made hard (uncalcified cartilage)),,,,,,,,,,,,
underlying,cause or basis of something,,UNDERLYING:- (cause or basis of something),,,,,,,,,,,,
valve,membranous folds in canal (prevent backflow),,VALVE:- (membranous folds in canal (prevent backflow)),,,,,,,,,,,,
valvuloplasty,a procedure to repair heart valve,,VALVULOPLASTY:- (a procedure to repair heart valve),,,,,,,,,,,,
vascular,hollow container/ vessels network,,VASCULAR:- (hollow container/ vessels network),,,,,,,,,,,,
vein,blood vessels carry deoxygenated blood to heart except pulmonary and umbilical veins,,VEIN:- (blood vessels carry deoxygenated blood to heart except pulmonary and umbilical veins),,,,,,,,,,,,
vena,vena cava (a large vein carry blood to heart),,VENA:- (vena cava (a large vein carry blood to heart)),,,,,,,,,,,,
venous,full of or made up of veins,,VENOUS:- (full of or made up of veins),,,,,,,,,,,,
ventricle,a cavity of bodily part of organ (heart chamber),,VENTRICLE:- (a cavity of bodily part of organ (heart chamber)),,,,,,,,,,,,
ventricles,two large chambers of heart ,,VENTRICLES:- (two large chambers of heart ),,,,,,,,,,,,
ventricular,lower chamber of the heart ,,VENTRICULAR:- (lower chamber of the heart ),,,,,,,,,,,,
vertebra,series of small bone forming backbone,,VERTEBRA:- (series of small bone forming backbone),,,,,,,,,,,,
vertebral,spinal column (relating to vertebrae),,VERTEBRAL:- (spinal column (relating to vertebrae)),,,,,,,,,,,,
vertebroplasty,procedure in which cement is injected in fracture vertebral),,VERTEBROPLASTY:- (procedure in which cement is injected in fracture vertebral)),,,,,,,,,,,,
wedge-shaped,tapering to a thin edge at one end,,WEDGE-SHAPED:- (tapering to a thin edge at one end),,,,,,,,,,,,
wedge-shaped,tapering to a thin edge at one end,,WEDGE-SHAPED:- (tapering to a thin edge at one end),,,,,,,,,,,,
wedging,fix in position using a wedge,,WEDGING:- (fix in position using a wedge),,,,,,,,,,,,
well,in a good or satisfactory way,,WELL:- (in a good or satisfactory way),,,,,,,,,,,,
well-aerated,to supply or impregnate (something such as the soil or a liquid) with air,,WELL-AERATED:- (to supply or impregnate (something such as the soil or a liquid) with air),,,,,,,,,,,,
well-characterized,clearly described or distinguish,,WELL-CHARACTERIZED:- (clearly described or distinguish),,,,,,,,,,,,
well-inflated,"distended with air or gas, swollen",,"WELL-INFLATED:- (distended with air or gas, swollen)",,,,,,,,,,,,
well-seen,"having seen much, experienced",,"WELL-SEEN:- (having seen much, experienced)",,,,,,,,,,,,
whether,expressing a doubt or choice between alternatives,,WHETHER:- (expressing a doubt or choice between alternatives),,,,,,,,,,,,
which,asking for information specifying one or more people or thing from a definite set,,WHICH:- (asking for information specifying one or more people or thing from a definite set),,,,,,,,,,,,
widened,make or become wider,,WIDENED:- (make or become wider),,,,,,,,,,,,
width,"the measurement from side to side, the lesser of two or the least of three dimensions of a body",,"WIDTH:- (the measurement from side to side, the lesser of two or the least of three dimensions of a body)",,,,,,,,,,,,
within,inside something,,WITHIN:- (inside something),,,,,,,,,,,,
without,in the absence of something,,WITHOUT:- (in the absence of something),,,,,,,,,,,,
worse,"poorer quality or lower standard, less good",,"WORSE:- (poorer quality or lower standard, less good)",,,,,,,,,,,,
